mouseid_session_phase_cue_date,Condition,#rewards,#entrances,RERatio,PTimeCenter,PTimeAnnulus,MeanSpeed,SESpeed,MeanTargSpeed,SETargSpeed,Speed2TargetR,SESpeed2TargetR,MeanX,SEX,MeanY,SEY,MeanScatX,SEScatX,MeanScatY,SEScatY,MeanAccScatX,SESAcccatX,MeanAccScatY,SESAcccatY,MeanPauseX,SEPauseX,MeanPauseY,SEPauseY,MeanScatPauseX,SEScatPauseX,MeanScatPauseY,SEScatPauseY,MeanAccPauseX,SESAccPauseX,MeanSAccPauseY,SESAccPauseY,MeanPauseAngle,SEPauseAngle,%TimeQuadNE,%TimeQuadNW,%TimeQuadSW,%TimeQuadSE,%TimeT1,%TimeT2,%TimeT3,%TimeT4,%GoalTime,%TimeG1NE,%TimeG2NW,%TimeG3SW,%TimeG4SE,FractalDimension
m52s11p11u_103124,,19,37,0.51,0.0093344,0.59807,5.5251,0.027472,12.3095,0.81456,14.1148,0.67296,174.9275,1.7545,74.1649,1.3582,6.2163,0.96518,6.2163,0.96518,19,19,19,19,189.9299,0.44098,79.7914,0.71023,19,19,19,19,19,19,19,19,145.0599,0.47057,0.29083,0.28333,0.23078,0.19506,0.37293,0.42541,0.16298,0.058011,0.03906,0.036819,0.012594,0.010186,0.011686,#N/A
M52s12p12c_110624,,22,58,0.38,0.004334,0.7262,8.6624,0.029456,9.6422,0.57482,13.4645,0.52398,75.8845,1.7896,77.7182,1.9051,6.9192,0.96065,6.9192,0.96065,22,22,22,22,188.0302,0.7481,62.42,0.99228,22,22,22,22,22,22,22,22,133.5379,0.74269,0.16741,0.33538,0.30116,0.19605,0.14021,0.32165,0.32165,0.23093,0.047118,0.0094088,0.040265,0.0031486,0.0047044,#N/A
M52s12p12u_110624,,15,46,0.33,0.017743,0.74939,6.9534,0.02914,13.9472,1.1288,20.9902,1.0805,76.366,2.1441,75.3865,1.9935,7.0473,1.0244,7.0473,1.0244,15,15,15,15,195.879,0.74516,64.3933,0.86423,15,15,15,15,15,15,15,15,138.0003,0.6423,0.16862,0.3772,0.26782,0.18636,0.34071,0.40708,0.075221,0.20796,0.036302,0.0067417,0.027356,0.0029819,0.0044081,#N/A
m52s13p13c_111024,,36,64,0.56,0.014967,0.59796,7.7143,0.030138,9.7628,0.5,15.0772,0.86103,76.8683,1.307,177.7606,1.5425,6.8794,0.59668,6.8794,0.59668,36,36,36,36,175.4222,0.77099,78.2204,0.65958,36,36,36,36,36,36,36,36,129.3601,0.63203,0.19546,0.27765,0.34071,0.18618,0.22359,0.33462,0.22359,0.22359,0.088691,0.012318,0.01819,0.022488,0.0057053,#N/A
m52s13p13u_111024,,17,55,0.31,0.011632,0.6512,7.3615,0.031808,13.168,1.1754,14.9095,0.84176,76.6019,1.8816,176.7512,1.9404,6.0842,1.1076,6.0842,1.1076,17,17,17,17,190.1918,0.63463,61.6536,1.0589,17,17,17,17,17,17,17,17,136.9996,0.66975,0.16894,0.31837,0.34702,0.16567,0.47586,0.24138,0.18276,0.12414,0.043658,0.0060199,0.016393,0.03247,0.0047047,#N/A
M52s14p14c_111324,,32,66,0.48,0.018077,0.60669,6.9832,0.030945,8.1279,0.53052,16.3374,0.96991,178.486,1.4066,178.2736,1.572,7.3053,0.50685,7.3053,0.50685,32,32,32,32,195.4087,1.1601,89.9915,1.5065,32,32,32,32,32,32,32,32,153.099,0.8476,0.20982,0.18676,0.20778,0.39565,0.06439,0.34537,0.18927,0.4078,0.082145,0.0035562,0.010984,0.016466,0.028227,#N/A
M52s14p14u_111324,,15,35,0.43,0.0047599,0.72572,5.4717,0.028391,14.3266,1.2792,16.2016,0.87927,177.1452,2.1028,180.0655,2.0358,6.7738,1.0697,6.7738,1.0697,15,15,15,15,199.6365,0.61271,65.0016,0.92441,15,15,15,15,15,15,15,15,140.5697,0.58336,0.2291,0.18686,0.26866,0.31537,0.20796,0.20796,0.40708,0.20796,0.041376,0.0036671,0.0050562,0.0068898,0.02367,#N/A
m52s2p2c_100324,,28,36,0.78,0.063438,0.74501,4.5162,0.022974,10.1065,0.99412,11.0796,0.48695,181.0681,4.8815,68.9059,4.9027,21.7042,2.5263,21.7042,2.5263,28,28,28,28,187.5254,0.63756,52.1856,0.74165,28,28,28,28,28,28,28,28,129.0127,0.41549,0.21602,0.2714,0.35375,0.15883,0.35924,0.25223,0.18089,0.21656,0.064253,0.069809,0.079441,0.088831,0.037174,#N/A
m52s3p3c_100724,,28,31,0.9,0.029356,0.60383,6.1634,0.028951,12.1909,0.99846,15.4399,0.75036,179.9243,2.5833,76.4876,2.1148,11.9514,1.1761,11.9514,1.1761,28,28,28,28,165.4651,0.77509,52.2488,0.81023,28,28,28,28,28,28,28,28,117.677,0.59183,0.20394,0.3251,0.23861,0.23235,0.25223,0.2879,0.18089,0.2879,0.03808,0.043766,0.070714,0.036894,0.039784,#N/A
m52s4p4c_100924,,38,41,0.93,0.014262,0.73606,8.0119,0.032082,12.2257,0.78396,14.4212,0.41245,180.3531,1.8778,72.692,1.6579,10.4066,0.77408,10.4066,0.77408,38,38,38,38,193.0035,0.59346,57.7764,0.50332,38,38,38,38,38,38,38,38,132.5773,0.31696,0.27256,0.31043,0.25807,0.15894,0.42215,0.23806,0.15917,0.18547,0.04099,0.037378,0.021356,0.011354,0.0085203,#N/A
m52s5p5c_101024,,21,51,0.41,0.008296,0.75906,7.3191,0.027902,7.7107,0.77502,17.6433,0.56837,180.7845,2.6382,73.6873,2.9792,10.6151,1.1515,10.6151,1.1515,21,21,21,21,193.708,0.80342,54.3666,0.21825,21,21,21,21,21,21,21,21,129.4702,0.4253,0.30651,0.30369,0.21396,0.17585,0.3371,0.28959,0.14706,0.24208,0.026166,0.026036,0.027666,0.0043517,0.01787,#N/A
m52s6p6c_101124,,39,64,0.61,0.0072036,0.63765,8.3639,0.032285,10.4172,0.55557,15.6305,0.701,178.7531,1.9505,81.1458,1.8125,9.804,1.1292,9.804,1.1292,39,39,39,39,168.8931,0.5469,66.1848,0.44204,39,39,39,39,39,39,39,39,123.1768,0.38738,0.34666,0.25303,0.19527,0.20503,0.25756,0.18068,0.18068,0.38568,0.098332,0.094795,0.026203,0.021,0.0071665,#N/A
m52s7p7c_101624,,12,83,0.14,0.012576,0.582,9.8152,0.030616,11.7936,0.57405,19.6112,0.97431,181.9019,1.9064,78.0729,3.2001,5.6727,0.84204,5.6727,0.84204,12,12,12,12,187.1518,1.0398,55.8574,0.66354,12,12,12,12,12,12,12,12,128.465,0.6551,0.30724,0.28739,0.24938,0.15599,0.34483,0.17931,0.013793,0.51034,0.044545,0.039359,0.031006,0.011002,0.0077977,#N/A
m52s8p8c_101724,,16,65,0.25,0.029264,0.5608,8.8662,0.026749,10.3161,0.57659,12.5162,0.64679,77.3999,1.961,73.8286,2.7384,5.8372,1.2546,5.8372,1.2546,16,16,16,16,198.6754,0.86126,50.5174,0.89885,16,16,16,16,16,16,16,16,132.8078,0.29871,0.30098,0.28427,0.19592,0.21883,0.38132,0.38132,0.0077821,0.25681,0.042803,0.018485,0.037117,0.013354,0.0090756,#N/A
m52s8p8u_101724,,10,55,0.18,0.018039,0.56996,9.926,0.0305,14.7634,0.72397,15.9827,0.85534,77.9508,1.151,75.2016,2.8236,3.183,0.44618,3.183,0.44618,10,10,10,10,193.2374,1.2136,67.1929,1.0878,10,10,10,10,10,10,10,10,137.2999,0.49383,0.28898,0.29257,0.22121,0.19723,0.31683,0.21782,0.31683,0.21782,0.028467,0.018354,0.027818,0.0098531,0.01265,#N/A
m52s9p9c_102124,,19,63,0.3,0.012818,0.60579,8.769,0.029671,10.3864,0.58912,19.5396,0.91004,75.7849,1.6006,176.7982,2.4972,4.9985,1.0834,4.9985,1.0834,19,19,19,19,197.2159,0.48977,52.3875,0.44556,19,19,19,19,19,19,19,19,132.8481,0.31464,0.27659,0.29227,0.26106,0.17008,0.16298,0.4779,0.16298,0.21547,0.039621,0.014541,0.021098,0.023895,0.0070017,#N/A
m52s9p9u_102124,,32,59,0.54,0.0097612,0.54982,6.9856,0.027112,10.4384,0.65747,16.2372,0.50422,76.1812,1.1128,180.3615,1.1504,5.0838,0.63608,5.0838,0.63608,32,32,32,32,188.5272,0.77932,74.6993,0.67337,32,32,32,32,32,32,32,32,138.7612,0.54122,0.18017,0.26839,0.35518,0.19626,0.06439,0.15805,0.37659,0.4078,0.083054,0.017874,0.015448,0.018596,0.012521,#N/A
m53s10p10c_102524,,26,80,0.33,0.013521,0.65875,8.606,0.035176,8.6823,0.51595,18.0884,0.57901,177.1001,1.2943,180.5918,1.8443,5.3016,0.7422,5.3016,0.7422,26,26,26,26,195.9653,0.52224,70.7503,1.1525,26,26,26,26,26,26,26,26,143.905,0.51035,0.19612,0.18631,0.33651,0.28106,0.15657,0.31019,0.3486,0.19498,0.063769,0.0066491,0.01315,0.0076863,0.015484,#N/A
m53s10p10u_102524,,24,60,0.4,0.012762,0.70132,9.0175,0.036396,11.9707,1.0439,20.0032,0.69299,176.8202,1.5292,178.2672,1.814,5.7994,0.93609,5.7994,0.93609,24,24,24,24,205.5575,0.46216,71.5102,0.67631,24,24,24,24,24,24,24,24,145.2453,0.41375,0.31041,0.22486,0.17776,0.28698,0.37782,0.29463,0.29463,0.045061,0.058992,0.012836,0.0046861,0.0066494,0.032432,#N/A
m53s11p11c_110124,,62,129,0.48,0.012467,0.59824,12.2912,0.038794,10.6771,0.41693,19.8697,0.42767,178.6558,0.87677,79.4054,0.98457,5.5217,0.51856,5.5217,0.51856,62,62,62,62,191.9616,0.6652,71.131,0.66503,62,62,62,62,62,62,62,62,139.1874,0.45806,0.39383,0.21396,0.21852,0.17369,0.30689,0.16177,0.16177,0.37139,0.13065,0.10076,0.012597,0.016691,0.0076692,#N/A
m53s11p11u_110124,,28,78,0.36,0.018876,0.67272,10.0856,0.037472,11.4592,0.52266,17.5881,0.38097,176.2936,1.1222,79.6391,1.7848,4.8061,0.63538,4.8061,0.63538,28,28,28,28,160.4016,0.70879,70.1719,1.0103,28,28,28,28,28,28,28,28,124.5977,0.77215,0.33331,0.24025,0.23568,0.19076,0.25223,0.14522,0.32357,0.2879,0.046439,0.057201,0.0098731,0.010744,0.0040011,#N/A
M53s12p12c_110624,,26,107,0.24,0.016358,0.65713,10.2766,0.037665,8.6113,0.33953,16.0798,0.37648,76.3169,1.6449,75.1254,1.7006,6.9894,0.86692,6.9894,0.86692,26,26,26,26,192.0221,0.88499,67.7646,0.54485,26,26,26,26,26,26,26,26,135.0506,0.4176,0.22857,0.33906,0.25499,0.17738,0.3486,0.19498,0.27179,0.19498,0.059894,0.022101,0.049056,0.0091332,0.0060394,#N/A
M53s12p12u_110624,,30,59,0.51,0.0071312,0.64738,6.5411,0.031969,8.4518,0.58789,18.5705,0.72358,78.8943,1.4719,79.8769,1.5042,6.2744,0.89939,6.2744,0.89939,30,30,30,30,178.8888,0.67547,74.0572,0.70449,30,30,30,30,30,30,30,30,134.6916,0.5649,0.27904,0.37516,0.17484,0.17096,0.23529,0.068812,0.30189,0.40178,0.054234,0.010965,0.049215,0.0075017,0.015114,#N/A
m53s13p13c_111024,,40,94,0.43,0.02908,0.63993,8.0926,0.035281,6.8641,0.35578,17.3743,0.51762,77.1069,1.4107,178.3553,1.3154,7.7275,0.6775,7.7275,0.6775,40,40,40,40,175.9506,0.8002,62.5719,0.74154,40,40,40,40,40,40,40,40,126.0636,0.59948,0.23334,0.25616,0.32142,0.18908,0.25109,0.25109,0.27608,0.22611,0.064606,0.0095945,0.0094464,0.024098,0.0097242,#N/A
m53s13p13u_111024,,18,38,0.47,0.01428,0.74034,7.0479,0.030897,12.8008,1.2682,11.4523,0.52057,79.3411,2.0331,174.5775,1.676,7.3635,0.97164,7.3635,0.97164,18,18,18,18,201.9833,0.49526,50.0007,0.51583,18,18,18,18,18,18,18,18,133.9903,0.3304,0.20709,0.26129,0.27507,0.25655,0.39385,0.33846,0.11692,0.17231,0.032265,0.0093165,0.010335,0.021949,0.0093165,#N/A
M53s14p14c_111324,,19,51,0.37,0.0065014,0.73976,5.4997,0.030521,8.2627,0.71395,23.4448,1.6421,181.9208,1.878,180.5513,1.9863,6.4577,1.1001,6.4577,1.1001,19,19,19,19,191.4036,0.79319,69.2591,0.90989,19,19,19,19,19,19,19,19,137.9466,0.53012,0.23246,0.23281,0.21414,0.32059,0.16298,0.21547,0.16298,0.4779,0.041935,0.0023339,0.026061,0.004538,0.019078,#N/A
M53s14p14u_111324,,20,39,0.51,0.0087056,0.70119,5.647,0.030041,12.9808,1.2046,13.5054,0.79076,178.3849,1.7932,183.203,1.4347,6.7265,0.91338,6.7265,0.91338,20,20,20,20,177.3255,0.88838,65.6468,0.96586,20,20,20,20,20,20,20,20,128.6039,0.74117,0.20745,0.22561,0.35084,0.2161,0.10474,0.10474,0.50374,0.30424,0.031563,0.011391,0.0048529,0.019541,0.013225,#N/A
m53s1p1c_100124,,33,36,0.92,0.34423,0.71243,4.8229,0.021156,10.6682,0.85068,8.898,0.30477,178.7443,8.3796,88.5023,7.5339,43.9529,3.1381,43.9529,3.1381,33,33,33,33,166.4003,0.60927,61.9326,0.53708,33,33,33,33,33,33,33,33,119.0294,0.45347,0.25775,0.21178,0.25966,0.27081,0.0018349,0.36514,0.18349,0.45596,0.2824,0.31363,0.32725,0.37575,0.38066,#N/A
m53s2p2c_100324,,38,46,0.83,0.084701,0.64899,5.0586,0.026026,12.9374,0.5029,11.5487,0.37702,186.3006,3.7817,75.0326,3.3736,20.2986,1.7791,20.2986,1.7791,38,38,38,38,201.9811,0.57603,57.0605,0.76269,38,38,38,38,38,38,38,38,137.208,0.49872,0.22502,0.25977,0.2767,0.23851,0.31696,0.18547,0.21176,0.29066,0.090535,0.083034,0.086683,0.1178,0.071587,#N/A
m53s3p3c_100724,,33,44,0.75,0.019078,0.67006,7.4806,0.031921,11.3053,0.7534,13.2612,0.44587,182.7645,2.5866,74.5555,2.2429,12.8753,1.2289,12.8753,1.2289,33,33,33,33,191.2157,0.55997,60.6001,1.2298,33,33,33,33,33,33,33,33,138.0965,0.7558,0.27396,0.28748,0.19971,0.23884,0.45596,0.12294,0.21376,0.21376,0.02206,0.016911,0.041249,0.030543,0.057123,#N/A
m53s4p4c_100924,,28,42,0.67,0.027264,0.71595,8.0854,0.034701,9.7268,0.86589,14.1746,0.65323,179.6678,2.578,74.6313,2.36,12.4579,0.94775,12.4579,0.94775,28,28,28,28,181.5721,0.68383,58.2567,0.51353,28,28,28,28,28,28,28,28,126.6307,0.42467,0.31847,0.29118,0.23764,0.15271,0.32357,0.2879,0.18089,0.21656,0.030858,0.022319,0.02819,0.027227,0.018578,#N/A
m53s5p5c_101024,,30,68,0.44,0.023,0.70743,9.4945,0.036389,12.8145,0.64673,19.9445,0.41632,175.149,2.0646,77.2553,2.3698,9.3815,1.108,9.3815,1.108,30,30,30,30,184.2828,0.86352,56.0531,0.81226,30,30,30,30,30,30,30,30,127.4482,0.31718,0.32042,0.28181,0.20846,0.18931,0.13541,0.23529,0.33518,0.30189,0.042944,0.04774,0.016574,0.01474,0.016166,#N/A
m53s6p6c_101124,,29,68,0.43,0.017352,0.7047,9.7868,0.037717,12.3979,0.65596,18.6542,0.60994,176.7993,2.1783,72.7896,2.3435,9.2684,1.2951,9.2684,1.2951,29,29,29,29,180.5924,0.55283,55.4132,1.0171,29,29,29,29,29,29,29,29,128.2636,0.48605,0.23621,0.30258,0.27193,0.18928,0.27791,0.41568,0.1057,0.20903,0.046112,0.043205,0.016167,0.025186,0.014556,#N/A
m53s7p7c_101624,,25,130,0.19,0.0088348,0.58828,13.2452,0.040836,11.8714,0.50281,23.3725,0.6289,176.6294,1.7865,77.7404,1.7167,7.5619,0.89951,7.5619,0.89951,25,25,25,25,181.0518,0.97733,67.827,0.90945,25,25,25,25,25,25,25,25,131.2882,0.73839,0.35862,0.28949,0.19588,0.15601,0.24281,0.24281,0.24281,0.28275,0.066993,0.052564,0.023022,0.0087792,0.015151,#N/A
m53s7p7u_101624,,28,93,0.3,0.015431,0.61999,9.6457,0.037367,15.485,0.77798,21.4058,0.77206,179.451,1.5637,77.2913,1.638,6.8146,0.85157,6.8146,0.85157,28,28,28,28,187.1195,0.55675,65.6443,0.92497,28,28,28,28,28,28,28,28,138.583,0.58599,0.37528,0.2004,0.21959,0.20473,0.3949,0.21656,0.14522,0.25223,0.057907,0.045329,0.012059,0.015968,0.013152,#N/A
m53s8p8c_101724,,19,74,0.26,0.0050932,0.70604,7.5123,0.032484,8.2274,0.55248,18.2537,0.76454,78.7889,2.201,77.0949,1.7278,8.4523,0.93567,8.4523,0.93567,19,19,19,19,198.6031,0.62673,77.1843,0.7342,19,19,19,19,19,19,19,19,144.6333,0.49399,0.29198,0.30746,0.17628,0.22428,0.26796,0.21547,0.21547,0.32044,0.037708,0.012168,0.025929,0.010131,0.011835,#N/A
m53s8p8u_101724,,13,38,0.34,0.032216,0.5761,5.1522,0.027897,8.4682,0.90088,15.2643,0.41799,77.9476,2.8012,76.7315,2.3424,8.7736,1.1968,8.7736,1.1968,13,13,13,13,201.2388,0.82096,66.917,0.85824,13,13,13,13,13,13,13,13,140.1923,0.63774,0.18553,0.39767,0.29891,0.1179,0.31765,0.31765,0.16471,0.24118,0.027918,0.0085773,0.02525,0.051186,0.0026491,#N/A
m53s9p9c_102324,,32,116,0.28,0.023191,0.63631,9.6771,0.035757,10.1282,0.51148,17.242,0.46911,77.7324,1.5637,179.0879,1.4179,7.2659,0.86143,7.2659,0.86143,32,32,32,32,181.328,0.69296,67.9112,0.53189,32,32,32,32,32,32,32,32,130.6375,0.44879,0.24104,0.24366,0.31473,0.20057,0.28293,0.18927,0.22049,0.31415,0.06422,0.018449,0.0088727,0.020246,0.010558,#N/A
m53s9p9u_102324,,16,37,0.43,0.012485,0.58774,6.3126,0.032655,11.9321,0.9735,15.5639,0.64268,79.5168,1.5738,176.1034,1.9929,4.6136,1.0285,4.6136,1.0285,16,16,16,16,179.4116,0.47498,67.8752,0.59224,16,16,16,16,16,16,16,16,132.5589,0.45029,0.33283,0.23689,0.24653,0.18375,0.31907,0.19455,0.1323,0.38132,0.027322,0.03362,0.025006,0.021487,0.011818,#N/A
m54s10p10c_120424,,35,140,0.25,0.013354,0.65536,15.2469,0.048769,14.5512,0.54527,25.9622,0.64241,179.3043,1.1607,180.2678,1.111,5.5362,0.66772,5.5362,0.66772,35,35,35,35,191.791,1.1857,65.7081,1.3519,35,35,35,35,35,35,35,35,135.7747,0.9866,0.2103,0.26325,0.2481,0.27835,0.17292,0.23002,0.25856,0.34421,0.067809,0.013595,0.0061493,0.0075755,0.022226,#N/A
m54s10p10u_120424,,25,106,0.24,0.027135,0.58088,13.9138,0.044627,18.1695,0.83725,23.4418,0.57889,178.7674,1.44,179.1989,1.6474,6.4014,0.60504,6.4014,0.60504,25,25,25,25,191.0949,0.8693,61.2301,0.82488,25,25,25,25,25,25,25,25,132.917,0.60762,0.29486,0.21186,0.2199,0.27339,0.36262,0.123,0.36262,0.16294,0.046732,0.015411,0.014651,0.015355,0.021023,#N/A
m54s11p11c_120624,,34,115,0.3,0.01628,0.59142,13.0697,0.042478,10.9547,0.58613,19.9548,0.49307,175.8065,1.5621,76.8325,1.0708,7.714,0.79819,7.714,0.79819,34,34,34,34,196.4712,0.95978,69.1074,1.0796,34,34,34,34,34,34,34,34,140.5374,0.34668,0.2938,0.22822,0.25185,0.22613,0.29559,0.35436,0.17805,0.17805,0.060527,0.047211,0.007816,0.010446,0.01628,#N/A
m54s11p11u_120624,,26,80,0.33,0.026134,0.5532,10.9218,0.038793,11.2337,0.92332,15.9932,0.61889,176.7968,1.4964,76.897,1.4928,5.5272,1.0085,5.5272,1.0085,26,26,26,26,185.9409,0.67182,76.4641,0.53625,26,26,26,26,26,26,26,26,138.455,0.4706,0.34721,0.23819,0.21487,0.19974,0.387,0.3486,0.11817,0.15657,0.045211,0.044822,0.0097238,0.0093905,0.016929,#N/A
m54s12p12c_120724,,31,126,0.25,0.012706,0.65307,12.7034,0.04236,11.8106,0.61829,22.4556,0.67688,78.4268,1.5783,75.5763,1.4331,7.3751,0.82329,7.3751,0.82329,31,31,31,31,185.3399,1.0687,47.6837,0.95225,31,31,31,31,31,31,31,31,126.2617,0.73596,0.22189,0.37726,0.22964,0.17122,0.421,0.22765,0.22765,0.13098,0.063549,0.011521,0.049176,0.013243,0.011335,#N/A
m54s12p12u_120724,,17,110,0.15,0.012984,0.65594,11.7509,0.039279,12.8179,0.80383,19.2387,0.79543,74.8411,2.3015,76.6915,1.571,7.7521,1.2413,7.7521,1.2413,17,17,17,17,195.18,1.0922,58.2061,0.76968,17,17,17,17,17,17,17,17,132.4335,0.6274,0.20915,0.31289,0.25857,0.21939,0.24138,0.3,0.24138,0.24138,0.044305,0.010984,0.038711,0.020411,0.010595,#N/A
m54s13p13c_120824,,25,101,0.25,0.014947,0.6668,10.9805,0.041502,8.5903,0.52508,14.7735,0.84731,75.7952,1.8383,177.9254,1.4647,7.8234,0.91051,7.8234,0.91051,25,25,25,25,167.9877,1.1022,72.7149,1.4167,25,25,25,25,25,25,25,25,128.5126,1.1001,0.18814,0.25122,0.3267,0.23394,0.28275,0.24281,0.36262,0.123,0.054249,0.0036487,0.016928,0.024726,0.0071677,#N/A
m54s13p13u_120824,,31,81,0.38,0.0046674,0.69377,9.6612,0.040807,12.7074,0.90551,18.5189,1.2548,77.5022,1.4978,180.8154,1.5285,6.582,0.89409,6.582,0.89409,31,31,31,31,184.6332,1.2201,75.5417,1.0544,31,31,31,31,31,31,31,31,135.055,0.64513,0.15475,0.25726,0.33248,0.25552,0.1632,0.19543,0.2921,0.35655,0.050971,0.0031301,0.007816,0.020577,0.010687,#N/A
M54s14p14c_120924,,17,74,0.23,0.014429,0.72663,11.4673,0.04522,13.0527,0.94864,21.6407,1.0943,176.6525,2.0106,173.5468,1.8494,6.7301,1.1008,6.7301,1.1008,17,17,17,17,180.8642,0.91464,66.4333,1.1034,17,17,17,17,17,17,17,17,132.1118,0.86645,0.21419,0.41434,0.1709,0.20057,0.3,0.47586,0.12414,0.12414,0.030395,0.0057048,0.016485,0.0064271,0.019689,#N/A
M54s14p14u_120924,,9,38,0.24,0.011836,0.75547,9.5424,0.043818,20.8061,2.3811,19.9203,1.7701,175.6325,2.9891,178.5681,3.243,7.2435,1.5415,7.2435,1.5415,9,9,9,9,181.774,0.96632,56.4076,0.62294,9,9,9,9,9,9,9,9,126.6937,0.58315,0.23641,0.38305,0.19359,0.18694,0.13415,0.35366,0.35366,0.2439,0.019522,0.0099833,0.0060011,0.0049454,0.01278,#N/A
m54s1p1c_111824,,53,57,0.93,0.29841,0.73115,7.0229,0.026787,13.4309,0.75502,10.1668,0.29187,166.2399,5.7278,65.6566,6.8035,35.7017,2.8804,35.7017,2.8804,53,53,53,53,192.3388,1.3148,62.217,1.4319,53,53,53,53,53,53,53,53,135.1351,1.1487,0.23347,0.26909,0.23141,0.26603,0.00071174,0.50996,0.22705,0.26477,0.27475,0.34032,0.34162,0.34227,0.34405,#N/A
m54s2p2c_111924,,36,49,0.73,0.036675,0.80681,7.846,0.031457,12.6956,0.8645,13.3692,0.4725,197.4581,3.5353,64.0021,3.9364,16.6062,2.1492,16.6062,2.1492,36,36,36,36,195.6289,0.4182,39.3732,0.34538,36,36,36,36,36,36,36,36,127.7276,0.27392,0.15774,0.3082,0.3387,0.19536,0.69545,0.057055,0.14032,0.11257,0.057624,0.030951,0.083945,0.071516,0.025395,#N/A
m54s3p3c_112024,,26,36,0.72,0.038063,0.6736,8.2188,0.031705,6.6829,0.51219,18.4918,0.67528,185.4893,2.9658,80.3204,3.0868,12.7299,1.5213,12.7299,1.5213,26,26,26,26,164.3698,0.41992,92.2665,1.3666,26,26,26,26,26,26,26,26,146.1721,1.0605,0.18335,0.3016,0.3339,0.18115,0.31019,0.11817,0.19498,0.387,0.02369,0.020875,0.035285,0.038063,0.030969,#N/A
m54s4p4C_011625,,18,35,0.51,0.033861,0.64688,7.6791,0.032535,7.3129,0.70748,14.937,0.54345,177.1565,3.3956,77.6141,3.6649,12.6665,1.4465,12.6665,1.4465,18,18,18,18,168.3952,0.77032,58.7169,0.86317,18,18,18,18,18,18,18,18,120.4423,0.6723,0.25007,0.26213,0.23397,0.25383,0.33846,0.17231,0.39385,0.11692,0.01543,0.02145,0.041771,0.018968,0.018635,#N/A
M54s4p4c_112124,,0,0,NaN,0.17007,0.79926,7.2291,0.53168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,0.15706,0.79833,0.035318,0.0092954,2,2,2,2,8.64E-07,0,0,0.0065056,0,#N/A
M54s4p4c_112124_2,,23,51,0.45,0.023781,0.64574,10.1154,0.037558,6.7922,0.55866,23.5704,0.99307,178.3356,3.5137,83.7418,2.1964,15.2152,1.3503,15.2152,1.3503,23,23,23,23,176.1397,1.0299,90.802,1.305,23,23,23,23,23,23,23,23,146.3918,0.89519,0.24946,0.29654,0.23418,0.21981,0.17736,0.04717,0.52453,0.26415,0.016965,0.015206,0.032875,0.027486,0.013057,#N/A
m54s5p5c_112224,,25,77,0.32,0.032155,0.66715,12.0899,0.04075,10.0046,0.64885,21.6836,0.77123,178.7437,3.0653,77.2579,2.6015,13.6852,1.2618,13.6852,1.2618,25,25,25,25,185.2144,0.9081,70.3725,0.94318,25,25,25,25,25,25,25,25,135.438,0.71825,0.24383,0.28629,0.22159,0.2483,0.36262,0.28275,0.16294,0.20288,0.034952,0.028506,0.021042,0.018449,0.021486,#N/A
M54s6p6c_112524,,25,84,0.3,0.022893,0.67153,11.7187,0.042851,12.593,0.62106,22.5713,0.80537,180.5614,2.3416,76.2355,2.4092,9.8852,1.188,9.8852,1.188,25,25,25,25,198.9416,0.5911,65.5629,0.84051,25,25,25,25,25,25,25,25,141.355,0.48378,0.29811,0.31258,0.18824,0.20107,0.28275,0.32268,0.083067,0.32268,0.048268,0.032951,0.029468,0.01567,0.0178,#N/A
m54s7p7c_112624,,15,109,0.14,0.02647,0.66636,11.143,0.040179,9.5358,0.52662,20.4602,1.5418,179.3969,2.0013,78.2183,2.2166,6.6281,0.93134,6.6281,0.93134,15,15,15,15,171.8223,0.97319,69.3231,1.0927,15,15,15,15,15,15,15,15,127.3975,0.67021,0.33077,0.29332,0.16858,0.20733,0.34071,0.14159,0.20796,0.34071,0.043196,0.03675,0.01304,0.0071685,0.0080206,#N/A
m54s7p7u_112624,,16,71,0.23,0.018966,0.62243,9.9489,0.040117,15.4353,0.85614,24.1364,1.3995,173.1089,2.4596,80.3931,2.1505,8.4608,1.1303,8.4608,1.1303,16,16,16,16,192.6565,0.78714,84.5072,0.72699,16,16,16,16,16,16,16,16,144.6673,0.60119,0.30686,0.29327,0.222,0.17788,0.19455,0.25681,0.31907,0.25681,0.03545,0.040061,0.020559,0.0072603,0.013057,#N/A
m54s8p8c_112724,,21,117,0.18,0.010576,0.65737,11.8024,0.039893,9.6362,0.50489,22.8919,0.75427,79.3478,1.6498,75.6598,1.9913,6.0496,0.94444,6.0496,0.94444,21,21,21,21,200.8768,0.75529,61.2442,0.83364,21,21,21,21,21,21,21,21,138.0374,0.39564,0.22501,0.35518,0.2439,0.17591,0.47964,0.14706,0.19457,0.19457,0.051548,0.015022,0.04023,0.0088166,0.005853,#N/A
